iter	Passed	Remaining
406	22660	33015
407	22703	32942
408	22755	32881
409	22811	32826
410	22864	32766
411	22906	32691
412	22970	32648
413	23014	32576
414	23075	32528
415	23113	32448
416	23173	32398
417	23231	32345
418	23281	32282
419	23335	32224
420	23396	32176
421	23446	32114
422	23505	32063
423	23555	31999
424	23614	31948
425	23671	31895
426	23731	31845
427	23789	31793
428	23848	31742
429	23905	31689
430	23969	31644
431	24020	31583
432	24072	31522
433	24125	31463
434	24185	31413
435	24245	31363
436	24297	31302
437	24348	31241
438	24405	31187
439	24457	31128
440	24509	31068
441	24565	31012
442	24616	30951
443	24668	30891
444	24719	30830
445	24778	30778
446	24836	30725
447	24896	30676
448	24955	30624
449	25015	30574
450	25076	30525
451	25135	30474
452	25192	30420
453	25244	30360
454	25300	30305
455	25360	30254
456	25414	30196
457	25473	30145
458	25534	30096
459	25591	30041
460	25660	30002
461	25718	29949
462	25777	29897
463	25840	29850
464	25896	29794
465	25953	29741
466	26023	29701
467	26075	29640
468	26132	29586
469	26184	29527
470	26246	29478
471	26301	29422
472	26354	29363
473	26415	29313
474	26474	29261
475	26528	29203
476	26573	29136
477	26633	29085
478	26699	29040
479	26754	28984
480	26795	28912
481	26858	28864
482	26907	28801
483	26963	28745
484	27019	28691
485	27078	28638
486	27118	28566
487	27174	28511
488	27227	28451
489	27294	28408
490	27352	28355
491	27411	28302
492	27470	28250
493	27530	28198
494	27587	28145
495	27644	28090
496	27697	28031
497	27755	27978
498	27810	27922
499	27869	27869
500	27926	27814
501	27983	27760
502	28034	27699
503	28092	27646
504	28146	27588
505	28200	27532
506	28258	27478
507	28312	27420
508	28376	27373
509	28434	27319
510	28488	27261
511	28554	27215
512	28614	27164
513	28674	27112
514	28743	27068
515	28805	27019
516	28857	26959
517	28922	26912
518	28980	26859
519	29037	26803
520	29094	26748
521	29153	26696
522	29202	26633
523	29267	26586
524	29328	26535
525	29388	26483
526	29438	26421
527	29498	26370
528	29557	26316
529	29618	26265
530	29666	26202
531	29727	26151
532	29785	26096
533	29850	26049
534	29905	25993
535	29957	25933
536	30005	25871
537	30055	25809
538	30114	25756
539	30170	25701
540	30248	25663
541	30312	25614
542	30367	25558
543	30404	25485
544	30439	25413
545	30475	25340
546	30525	25279
547	30577	25221
548	30630	25162
549	30680	25102
550	30735	25045
551	30781	24981
552	30849	24935
553	30898	24875
554	30952	24817
555	30999	24755
556	31055	24699
557	31107	24640
558	31164	24585
559	31199	24513
560	31256	24458
561	31322	24411
562	31382	24358
563	31435	24301
564	31487	24242
565	31536	24181
566	31583	24119
567	31621	24050
568	31674	23992
569	31733	23939
570	31795	23888
571	31843	23826
572	31881	23758
573	31938	23703
574	31985	23641
575	32047	23590
576	32084	23521
577	32144	23468
578	32197	23411
579	32254	23356
580	32289	23286
581	32343	23229
582	32388	23166
583	32439	23107
584	32474	23037
585	32522	22976
586	32577	22921
587	32623	22858
588	32678	22802
589	32734	22747
590	32777	22683
591	32820	22619
592	32867	22558
593	32920	22500
594	32963	22437
595	33022	22384
596	33062	22318
597	33113	22260
598	33170	22206
599	33232	22155
600	33291	22102
601	33346	22046
602	33396	21987
603	33458	21936
604	33512	21880
605	33565	21823
606	33623	21769
607	33675	21711
608	33732	21657
609	33787	21601
610	33840	21544
611	33879	21479
612	33939	21426
613	33997	21373
614	34049	21315
615	34104	21260
616	34144	21195
617	34211	21147
618	34269	21093
619	34312	21030
620	34347	20962
621	34393	20901
622	34443	20842
623	34492	20783
624	34547	20728
625	34601	20672
626	34637	20605
627	34674	20539
628	34723	20480
629	34767	20418
630	34824	20365
631	34878	20309
632	34929	20251
633	34971	20188
634	35007	20122
635	35056	20063
636	35101	20002
637	35135	19936
638	35176	19872
639	35239	19822
640	35291	19765
641	35340	19707
642	35402	19656
643	35440	19591
644	35490	19533
645	35528	19469
646	35590	19418
647	35641	19360
648	35686	19300
649	35741	19245
650	35776	19179
651	35817	19117
652	35856	19053
653	35892	18988
654	35941	18931
655	35986	18871
656	36044	18817
657	36096	18761
658	36137	18699
659	36173	18634
660	36219	18575
661	36287	18527
662	36352	18477
663	36411	18425
664	36467	18371
665	36506	18308
666	36553	18249
667	36587	18184
668	36644	18130
669	36702	18077
670	36753	18020
671	36807	17965
672	36856	17908
673	36895	17845
674	36936	17784
675	36987	17727
676	37044	17674
677	37102	17620
678	37151	17563
679	37202	17506
680	37255	17451
681	37310	17396
682	37360	17339
683	37407	17281
684	37455	17223
685	37504	17166
686	37560	17112
687	37620	17060
688	37673	17004
689	37734	16953
690	37786	16897
691	37843	16843
692	37902	16790
693	37951	16733
694	38010	16681
695	38077	16631
696	38139	16579
697	38196	16526
698	38254	16473
699	38308	16417
700	38361	16362
701	38419	16309
702	38466	16250
703	38515	16193
704	38565	16137
705	38614	16080
706	38675	16028
707	38711	15965
708	38770	15912
709	38820	15856
710	38870	15799
711	38922	15743
712	38971	15687
713	39019	15629
714	39067	15572
715	39119	15516
716	39183	15465
717	39219	15403
718	39264	15345
719	39299	15283
720	39343	15224
721	39400	15170
722	39458	15117
723	39533	15070
724	39585	15015
725	39636	14959
726	39693	14905
727	39748	14851
728	39811	14799
729	39858	14742
730	39923	14691
731	39976	14636
732	40025	14579
733	40075	14523
734	40134	14470
735	40183	14413
736	40224	14354
737	40284	14301
738	40328	14243
739	40375	14186
740	40437	14133
741	40475	14073
742	40523	14016
743	40582	13964
744	40626	13905
745	40663	13845
746	40698	13784
747	40746	13727
748	40797	13671
749	40857	13619
750	40916	13566
751	40975	13513
752	41031	13459
753	41088	13405
754	41153	13354
755	41222	13304
756	41258	13244
757	41294	13183
758	41351	13130
759	41399	13073
760	41460	13021
761	41507	12964
762	41566	12911
763	41604	12851
764	41655	12796
765	41703	12739
766	41744	12681
767	41790	12624
768	41830	12565
769	41868	12506
770	41924	12452
771	41956	12391
772	42018	12339
773	42073	12285
774	42121	12228
775	42170	12172
776	42219	12116
777	42267	12060
778	42302	12001
779	42352	11945
780	42408	11891
781	42467	11838
782	42529	11786
783	42566	11727
784	42624	11674
785	42666	11616
786	42727	11564
787	42777	11508
788	42828	11453
789	42863	11394
790	42897	11334
791	42936	11276
792	42987	11221
793	43045	11167
794	43107	11115
795	43147	11057
796	43203	11004
797	43243	10946
798	43292	10890
799	43344	10836
800	43393	10780
801	43444	10725
802	43495	10670
803	43546	10615
804	43609	10563
805	43669	10511
806	43728	10458
807	43783	10403
808	43833	10348
809	43874	10291
810	43932	10238
811	43989	10184
812	44046	10131
813	44102	10077
814	44152	10022
815	44202	9967
816	44257	9913
817	44316	9860
818	44371	9806
819	44420	9750
820	44479	9697
821	44537	9644
822	44590	9589
823	44649	9536
824	44692	9480
825	44735	9423
826	44805	9372
827	44863	9319
828	44914	9264
829	44971	9210
830	45030	9157
831	45088	9104
832	45150	9051
833	45200	8996
834	45253	8942
835	45311	8888
836	45370	8835
837	45428	8782
838	45472	8726
839	45531	8672
840	45587	8618
841	45626	8561
842	45672	8506
843	45728	8452
844	45786	8398
845	45838	8344
846	45890	8289
847	45926	8232
848	45961	8174
849	46016	8120
850	46065	8065
851	46124	8012
852	46178	7958
853	46235	7904
854	46271	7847
855	46330	7793
856	46380	7739
857	46439	7685
858	46490	7631
859	46541	7576
860	46589	7521
861	46634	7465
862	46692	7412
863	46747	7358
864	46807	7305
865	46865	7251
866	46920	7197
867	46967	7142
868	47027	7089
869	47089	7036
870	47131	6980
871	47166	6923
872	47228	6870
873	47281	6816
874	47341	6763
875	47401	6709
876	47451	6655
877	47511	6601
878	47570	6548
879	47608	6492
880	47668	6438
881	47728	6385
882	47783	6331
883	47839	6277
884	47900	6224
885	47958	6170
886	48014	6116
887	48061	6061
888	48117	6007
889	48173	5954
890	48232	5900
891	48290	5846
892	48349	5793
893	48401	5738
894	48458	5685
895	48495	5628
896	48532	5572
897	48596	5519
898	48644	5465
899	48712	5412
900	48763	5357
901	48812	5303
902	48866	5249
903	48924	5195
904	48984	5141
905	49038	5087
906	49099	5034
907	49157	4980
908	49215	4927
909	49271	4872
910	49307	4817
911	49366	4763
912	49423	4709
913	49477	4655
914	49525	4600
915	49586	4547
916	49622	4491
917	49689	4438
918	49747	4384
919	49798	4330
920	49853	4276
921	49913	4222
922	49961	4167
923	50021	4114
924	50079	4060
925	50143	4007
926	50202	3953
927	50259	3899
928	50308	3844
929	50361	3790
930	50404	3735
931	50452	3681
932	50506	3626
933	50566	3573
934	50623	3519
935	50681	3465
936	50738	3411
937	50783	3356
938	50821	3301
939	50854	3246
940	50902	3191
941	50960	3137
942	51045	3085
943	51096	3031
944	51146	2976
945	51204	2922
946	51250	2868
947	51296	2813
948	51355	2759
949	51413	2705
950	51467	2651
951	51550	2599
952	51739	2551
953	51918	2503
954	52100	2454
955	52195	2402
956	52230	2346
957	52286	2292
958	52329	2237
959	52382	2182
960	52416	2127
961	52465	2072
962	52523	2018
963	52571	1963
964	52625	1908
965	52666	1853
966	52718	1799
967	52757	1744
968	52815	1689
969	52847	1634
970	52915	1580
971	52963	1525
972	53002	1470
973	53054	1416
974	53108	1361
975	53165	1307
976	53218	1252
977	53251	1197
978	53301	1143
979	53339	1088
980	53398	1034
981	53448	979
982	53513	925
983	53571	871
984	53633	816
985	53680	762
986	53730	707
987	53787	653
988	53847	598
989	53898	544
990	53936	489
991	53987	435
992	54043	380
993	54103	326
994	54140	272
995	54178	217
996	54228	163
997	54276	108
998	54339	54
999	54381	0
