iter	RMSE
413	23882962.18
414	23873427.63
415	23842220
416	23835068.44
417	23829375.15
418	23796575.14
419	23790011.5
420	23754323.57
421	23723493.78
422	23695998.72
423	23688956.03
424	23684579.86
425	23673810.38
426	23670508.51
427	23664390.74
428	23631732.88
429	23629897.43
430	23619470.06
431	23593449.83
432	23585737.76
433	23579488.84
434	23509859.26
435	23444076.59
436	23440521.79
437	23383042.63
438	23377574.63
439	23374313.37
440	23335920.45
441	23297919.64
442	23266023.22
443	23263978.46
444	23232903.15
445	23200203.29
446	23162947.22
447	23130224.46
448	23065099.35
449	23033135.25
450	23027777.12
451	23019786.91
452	23014828.27
453	22982072.71
454	22947934.82
455	22941132.66
456	22933994.56
457	22880842.15
458	22828713.64
459	22811798.82
460	22760449.36
461	22752565
462	22721789.47
463	22694708.95
464	22687914.5
465	22655980.47
466	22641871.21
467	22639980.22
468	22632921.45
469	22602419.05
470	22537494.65
471	22523780.7
472	22510502.41
473	22505480.11
474	22484436.5
475	22477655.18
476	22477285.32
477	22413591.65
478	22384473.29
479	22360669.34
480	22348292.9
481	22285904.95
482	22254535.47
483	22253066.57
484	22236793.34
485	22231076.66
486	22229341.05
487	22197108.34
488	22168613.24
489	22160997.05
490	22155945.37
491	22148941.81
492	22144637.73
493	22084364.69
494	22077737.86
495	22071988.78
496	22066549.37
497	22062169.74
498	22046875.55
499	21988047.08
500	21956767.76
501	21952487.7
502	21946008.35
503	21896626.63
504	21895064.19
505	21883114.66
506	21870277.01
507	21865139.99
508	21853809.97
509	21839122.79
510	21808728.3
511	21758669.99
512	21752704.61
513	21694834.26
514	21678578.64
515	21671461.72
516	21666986.99
517	21650400.16
518	21645627.38
519	21622801.03
520	21599279.68
521	21594971.65
522	21581870.97
523	21556924.34
524	21550107.06
525	21545570.06
526	21533090.54
527	21504396.29
528	21499391.02
529	21470651.01
530	21467799.93
531	21411129.38
532	21384384.15
533	21336310.38
534	21304792.49
535	21293251.58
536	21289382.16
537	21287992.16
538	21259617.21
539	21219201.45
540	21208539.04
541	21188227.22
542	21181033.11
543	21179752.04
544	21178577.18
545	21177499.4
546	21163051.94
547	21161093.59
548	21134043.67
549	21079744.03
550	21048986.04
551	21022427.89
552	20972448.16
553	20969598.56
554	20966210.7
555	20940315.84
556	20915062.17
557	20914081.55
558	20910035.93
559	20909135.5
560	20894567.23
561	20864012.48
562	20824047.81
563	20816408.06
564	20812253.97
565	20805821.42
566	20781029.8
567	20780222.11
568	20755884.49
569	20748015.93
570	20744784.59
571	20739569.45
572	20735787.72
573	20704281.8
574	20701799.9
575	20670802.82
576	20670057.12
577	20655790.93
578	20642541.18
579	20639126.77
580	20615387.17
581	20592477.99
582	20587151.86
583	20582775.33
584	20560160
585	20555278.81
586	20533464.61
587	20525288.79
588	20510562.78
589	20507258.31
590	20505408.13
591	20491264.92
592	20487863.21
593	20477198.97
594	20466447.11
595	20463432.38
596	20460644.68
597	20456439.3
598	20444314
599	20414574.03
600	20407912.82
601	20403127.47
602	20382494.57
603	20358625.72
604	20338831.76
605	20336990.79
606	20282562.01
607	20275881.72
608	20252823.07
609	20242726.82
610	20228808.54
611	20226949.61
612	20217756.67
613	20213285.74
614	20203592.79
615	20184290.88
616	20178114.48
617	20131082.78
618	20107665.46
619	20088500.18
620	20082741.55
621	20077299.92
622	20049811.15
623	20022702.55
624	19992134.84
625	19965873.4
626	19963928.64
627	19962251.14
628	19943633.78
629	19939898.49
630	19937378.59
631	19928502.28
632	19910394.98
633	19892749.58
634	19889338.7
635	19884448.43
636	19858889.92
637	19841711.3
638	19824972.25
639	19802188.82
640	19800518.12
641	19775999.29
642	19745627.36
643	19729289.94
644	19724867.16
645	19708966.9
646	19692086.21
647	19676580.53
648	19647402.81
649	19618877.44
650	19603761.08
651	19601769.92
652	19600362.75
653	19576223.56
654	19565541.7
655	19537731.97
656	19533206.84
657	19509612.27
658	19494772.29
659	19471731.17
660	19467740.19
661	19447373.34
662	19434471.02
663	19420620.82
664	19416912.47
665	19389488.93
666	19375044.1
667	19348255.17
668	19332982.21
669	19329524.78
670	19303348.63
671	19300004.19
672	19285838.76
673	19284003.56
674	19270200.77
675	19256752.57
676	19253276.42
677	19228080.22
678	19217087.11
679	19213522.93
680	19191448.79
681	19184648.86
682	19177324.29
683	19170604.64
684	19164142.67
685	19162477.71
686	19158707.77
687	19145947.52
688	19139780.41
689	19136755.95
690	19132545.8
691	19119406.99
692	19063591.67
693	19060243.81
694	19045385.13
695	19027865.78
696	19005458.44
697	19002664.59
698	18976682.9
699	18951323.25
700	18941232.29
701	18894034.9
702	18881476.2
703	18856633.12
704	18835760.97
705	18832084.27
706	18826497.46
707	18802210.26
708	18798009.06
709	18785724.34
710	18730675.18
711	18727649.36
712	18710029.88
713	18692891.01
714	18673219.39
715	18670323.79
716	18623157.04
717	18606822.19
718	18587956.72
719	18572428.37
720	18569406.68
721	18558189.09
722	18554768.54
723	18540195.3
724	18520677.77
725	18519458.67
726	18465927.5
727	18462901.06
728	18451775.26
729	18439672.41
730	18430647.19
731	18429180.13
732	18404989.42
733	18395402.92
734	18391238.75
735	18373276.13
736	18372127.45
737	18319765.84
738	18285609.98
739	18273725.6
740	18251430.84
741	18239843.56
742	18224947.34
743	18212054.04
744	18197552.25
745	18183443.11
746	18159545.01
747	18157539.23
748	18154099.77
749	18151012.67
750	18145341.97
751	18134524.96
752	18124037.89
753	18116603.77
754	18096209.56
755	18085825.82
756	18075311.61
757	18065070.7
758	18064080.2
759	18054322.34
760	18050465.54
761	18026999.59
762	18023079.58
763	18013328.9
764	18006296.03
765	17992628.38
766	17986426.2
767	17973129.02
768	17960360.83
769	17947729.88
770	17942812.3
771	17930500.14
772	17917312.31
773	17866140.58
774	17856566.21
775	17852254.96
776	17802332.71
777	17800116.83
778	17788035.92
779	17784017.4
780	17775979.6
781	17772632.75
782	17764190.89
783	17754814.88
784	17750608.95
785	17741437.74
786	17718181.71
787	17713634.83
788	17664679.3
789	17652892.28
790	17641421.38
791	17618595.96
792	17609600.09
793	17606232.69
794	17558981.13
795	17550385.83
796	17528001.75
797	17516755.45
798	17514164.44
799	17505625.58
800	17497032.89
801	17488776.88
802	17482932.75
803	17474761.97
804	17459370
805	17449242.68
806	17400204.96
807	17398637.58
808	17396244.48
809	17388433.71
810	17371044.63
811	17367720.62
812	17320669.4
813	17317946.94
814	17317603.45
815	17310110.56
816	17300198.5
817	17297633.87
818	17290174.05
819	17275083.23
820	17268025.21
821	17253881.19
822	17245941.03
823	17234346.23
824	17232253.06
825	17210239.49
826	17198491.82
827	17184366.61
828	17176763.51
829	17170692.18
830	17163043.51
831	17160582.81
832	17147246.92
833	17134301.62
834	17129256.56
835	17126948.22
836	17080824.81
837	17076026.88
838	17073343.91
839	17070002.25
840	17066553.29
841	17059329.45
842	17055259.29
843	17053287.69
844	17048201.97
845	17027037.19
846	17021150.87
847	17014467.37
848	16993944.58
849	16992790.31
850	16986611.3
851	16973614.06
852	16970464.8
853	16966012.7
854	16960172.9
855	16912379.17
856	16895940.86
857	16894501.62
858	16888959.4
859	16885268.44
860	16883610.56
861	16876389.66
862	16876044.19
863	16867014.26
864	16860666.15
865	16857182.84
866	16856491.7
867	16853876.71
868	16807954.98
869	16801319.83
870	16795757.2
871	16794148.54
872	16774824.28
873	16774497.26
874	16744169.14
875	16742341.85
876	16738243.26
877	16735343.95
878	16689139.56
879	16683857.37
880	16682232.27
881	16676345.07
882	16672033.88
883	16665073.25
884	16657729.84
885	16644295.2
886	16643600.93
887	16641110.37
888	16595777.88
889	16592180.21
890	16573178.75
891	16565694.44
892	16564197.33
893	16557469.76
894	16555640.54
895	16542575.47
896	16540816.42
897	16528095.96
898	16523640.85
899	16506499.72
900	16500056.04
901	16498370.5
902	16496220.14
903	16484012.61
904	16438995.27
905	16438546.45
906	16431182.2
907	16416796.82
908	16415170.43
909	16371223.39
910	16359307.55
911	16357075.43
912	16353234.72
913	16350802.47
914	16344100.78
915	16327897
916	16312326.75
917	16299197.18
918	16296525.78
919	16291960.75
920	16287758.48
921	16285666.07
922	16241554.7
923	16235853.4
924	16192789.84
925	16177722.22
926	16134935.19
927	16132863.24
928	16090314.71
929	16084565.58
930	16077910.19
931	16077502.68
932	16057310.91
933	16046505.9
934	16019724.28
935	16016223.39
936	16015830.79
937	16015613.19
938	16015241.69
939	16015035.56
940	16010524.97
941	16005527.1
942	16001942.5
943	15997339.47
944	15994264.05
945	15993951.02
946	15992327.76
947	15985841.6
948	15944138.04
949	15908641.2
950	15866475.66
951	15866272.73
952	15861100.06
953	15820490.93
954	15814001.91
955	15811296.29
956	15810498.24
957	15771002.26
958	15770803.41
959	15766248.58
960	15766054.98
961	15759709.34
962	15757855.83
963	15756277.92
964	15750092.29
965	15744144.05
966	15742286.62
967	15740545.83
968	15728647.94
969	15728459.31
970	15719959.55
971	15714156.81
972	15708498.22
973	15688802.59
974	15686963.05
975	15682698.7
976	15680090.59
977	15679906.58
978	15678091.3
979	15658854.1
980	15650387.5
981	15647867.81
982	15643398.46
983	15640308.92
984	15640013.76
985	15637571.77
986	15632070.51
987	15628428.07
988	15587738.5
989	15580484.14
990	15540700.49
991	15539766.41
992	15538089.4
993	15532420.75
994	15493513.26
995	15491344.67
996	15487081.61
997	15484713.16
998	15471515.11
999	15469228.73
